"","blog.txt","news.txt","twitter.txt"
"bush tax",2,1,1
"bush tax cuts",2,1,1
"business also",3,1,1
"business cards",3,1,13
"business m",1,2,3
"business model",4,1,4
"business now",1,1,2
"business opportunity",3,1,3
"business owner",8,2,2
"business partner",6,2,2
"business people",2,2,1
"business s",4,1,2
"busy trying",2,1,1
"busy weekend",3,1,3
"busy weeks",1,1,1
"busy woman",1,1,1
"butcher s",2,1,2
"butler s",2,1,2
"butter s",1,1,1
"butternut squash",1,2,5
"buy anything",4,1,1
"buy brand",2,1,1
"buy car",1,1,2
"buy new",10,1,16
"buy one",14,1,10
"buy tickets",2,3,7
"c reilly",1,1,1
"c s",5,2,17
"cable tv",5,3,2
"cake s",3,2,1
"california day",1,1,1
"california institute",1,1,1
"call 911",4,2,2
"call back",8,2,10
"call crazy",1,1,4
"call girl",1,1,6
"call good",2,1,3
"call help",1,1,2
"call make",3,1,4
"call woman",1,1,1
"called back",8,2,2
"called big",2,1,1
"called first",1,1,1
"called good",4,1,2
"called new",2,3,1
"calm waters",1,1,1
"calories day",2,1,1
"cam newton",1,1,5
"came across",39,1,10
"came along",12,2,6
"came back",50,2,13
"came end",1,1,1
"came first",3,1,2
"came got",2,1,1
"came great",2,1,1
"came just",3,2,1
"came last",3,3,7
"came one",3,1,1
"came went",3,1,1
"camp just",1,1,1
"camp s",1,1,1
"campaign manager",1,1,1
"campaign promises",2,1,1
"campaign s",1,2,1
"can accept",5,1,1
"can achieve",3,1,2
"can add",22,1,15
"can afford",9,2,17
"can almost",6,1,2
"can also",85,12,19
"can also give",1,1,1
"can always",21,2,32
"can anybody",2,1,1
"can anyone",6,2,26
"can arrange",1,1,1
"can ask",12,2,12
"can ask questions",1,1,1
"can barely",6,2,8
"can barely see",1,1,1
"can beat",5,1,10
"can become",18,5,11
"can believe",21,1,15
"can benefit",4,1,4
"can best",2,2,7
"can bet",2,1,1
"can better",8,1,9
"can blame",5,2,3
"can borrow",4,1,4
"can bought",4,1,1
"can breathe",1,2,2
"can bring",15,1,19
"can build",9,1,2
"can buy",27,1,26
"can call",12,2,15
"can cause",13,4,5
"can change",21,4,32
"can check",17,1,13
"can choose",15,1,5
"can come",27,3,42
"can compete",3,1,1
"can considered",1,1,1
"can continue",13,1,2
"can control",6,1,13
"can cope",3,1,2
"can cost",3,1,1
"can count",11,1,10
"can create",16,1,6
"can deal",5,1,6
"can described",6,1,1
"can destroyed",1,1,1
"can done",16,1,7
"can download",6,1,5
"can downloaded",1,1,1
"can draw",7,1,1
"can dream",6,1,7
"can drink",5,1,6
"can easily",35,2,5
"can eat",15,3,25
"can eaten",1,2,1
"can encourage",2,1,1
"can enjoy",14,1,7
"can enter",11,1,3
"can even",29,3,9
"can expect",18,3,10
"can feel",20,2,20
"can finally",5,1,9
"can find",97,6,47
"can find way",3,1,1
"can fix",4,1,9
"can found",33,4,5
"can get",169,15,281
"can get better",1,1,4
"can get everything",1,1,2
"can give",29,1,38
"can go",48,4,104
"can go wrong",2,1,2
"can great",6,1,3
"can grow",6,1,2
"can guide",2,1,1
"can handle",15,1,13
"can happen",8,3,11
"can hear",26,1,29
"can help",52,7,138
"can help keep",1,1,2
"can hold",13,1,12
"can honest",1,1,1
"can honestly",10,1,3
"can honestly say",9,1,3
"can imagine",35,1,21
"can include",6,1,1
"can judge",3,1,3
"can just",51,6,46
"can keep",36,1,28
"can last",4,1,2
"can lead",5,1,7
"can least",4,1,1
"can leave",5,2,6
"can let",8,1,8
"can live",12,1,17
"can look",24,6,9
"can love",4,1,10
"can lower",1,1,3
"can m",4,3,6
"can m going",2,1,1
"can made",20,2,3
"can make",98,8,134
"can make difference",6,1,5
"can mean",6,1,4
"can mix",3,1,1
"can never",38,1,42
"can new",2,1,2
"can now",22,2,20
"can occur",3,1,1
"can offer",10,1,2
"can often",5,1,2
"can opt",1,1,1
"can order",3,2,5
"can pay",4,2,9
"can pick",12,2,13
"can play",8,2,29
"can pretty",7,1,4
"can produce",8,1,3
"can prove",2,1,2
"can provide",11,2,5
"can raise",2,1,5
"can reach",6,2,5
"can reached",1,1,1
"can read",37,1,14
"can really",23,1,19
"can receive",2,1,4
"can recognize",3,1,1
"can relate",12,1,10
"can remember",21,1,5
"can respond",2,1,2
"can run",8,2,9
"can s",5,2,3
"can save",6,2,8
"can save money",1,1,1
"can score",1,2,1
"can see",224,8,95
"can seen",14,2,3
"can shoot",2,1,7
"can show",7,1,14
"can sign",2,2,9
"can sit",8,1,10
"can spread",2,1,1
"can start",26,2,12
"can still",42,2,47
"can stop",15,2,11
"can take",60,9,45
"can take years",1,1,1
"can talk",11,2,31
"can taste",2,1,3
"can tell",73,1,63
"can thank",5,1,6
"can think",32,1,25
"can tie",1,1,1
"can trust",7,1,9
"can turn",8,1,18
"can understand",17,2,8
"can use",64,9,48
"can used",30,1,12
"can walk",8,2,11
"can watch",14,1,17
"can win",8,3,21
"can without",3,1,2
"can work",18,1,20
"canceled due",1,1,2
"cancer last",2,2,1
"cancer survivor",3,1,1
"cancer treatment",2,2,1
"candy store",1,1,4
"capital one",3,1,1
"capitol hill",1,1,4
"car accident",5,1,8
"car back",4,1,3
"car crash",8,1,5
"car driving",2,1,2
"car s",4,1,4
"car said",1,1,1
"car will",1,1,3
"car year",1,1,1
"card counter",1,1,1
"card debt",1,1,3
"card mail",1,1,1
"cardiac arrest",1,1,5
"cardinal s",1,1,2
"care business",1,1,4
"care costs",3,1,2
"care health",1,1,1
"care insurance",4,1,1
"care just",2,1,3
"care reform",1,2,2
"care something",2,2,1
"care will",2,1,5
"carmelo anthony",1,1,1
"case can",2,2,2
"case just",1,1,1
"case may",4,1,1
"case one",4,2,2
"case point",7,1,2
"case re",8,2,1
"case s",6,2,2
"case will",8,1,1
"cash bar",2,1,1
"cash check",1,1,1
"cash register",3,1,2
"cast crew",3,1,4
"cast iron",3,1,3
"cat s",5,1,7
"catch 22",3,1,2
"catch eye",3,1,1
"catholic church",15,1,6
"catholic school",1,1,2
"caught attention",5,1,1
"caught eye",16,1,3
"cause already",1,1,1
"cause effect",2,1,2
"cause problems",3,1,1
"cause us",1,1,1
"celebrate mother",1,1,1
"celebrate mother s",1,1,1
"cell phone",33,10,20
"cell phones",12,1,10
"center american",1,1,1
"center field",1,1,1
"center ice",1,1,1
"center line",2,1,1
"center s",5,9,6
"center today",1,1,4
"center will",1,4,3
"central ave",1,1,1
"central government",3,1,1
"central new",1,1,1
"central park",3,2,4
"ceo s",1,1,3
"certain amount",6,1,1
"certain people",7,1,3
"cha cha",2,1,3
"chain s",1,1,1
"challenge women",1,1,1
"chamber commerce",2,5,4
"champions league",9,1,5
"championship game",1,6,5
"chance d",1,1,3
"chance get",4,1,7
"chance go",6,1,1
"chance see",3,1,10
"chance take",1,1,1
"chance win",21,1,36
"chance winning",4,1,4
"change ù",1,1,1
"change anything",5,1,7
"change can",4,1,7
"change course",2,1,2
"change goes",1,1,1
"change heart",5,2,1
"change last",2,1,3
"change law",4,1,2
"change lives",1,1,5
"change mind",9,1,7
"change quickly",2,1,1
"change relationship",1,1,1
"change s",4,1,1
"change things",11,1,4
"change things can",1,1,1
"change time",1,1,1
"changed mind",9,2,1
"changed much",5,1,3
"changed since",3,2,1
"changes good",2,1,1
"channel s",3,2,1
"chapel hill",1,1,1
"characters much",1,1,1
"charles dickens",2,1,4
"charles e",1,1,1
"charlie brown",1,1,5
"charlie s",4,2,2
"charlotte s",4,1,3
"charter school",2,1,3
"charter schools",3,1,6
"chased around",2,1,1
"check back",10,2,12
"check make",1,1,4
"check make sure",1,1,4
"check new",3,1,45
"check two",2,1,1
"checkered flag",1,1,1
"checking see",2,1,1
"cheese one",1,1,1
"chef s",5,1,3
"chef s tasting",1,1,1
"chicago area",2,3,4
"chicago based",1,1,1
"chicago blackhawks",1,1,1
"chicago police",1,1,1
"chicago s",5,4,10
"chicago sun",1,1,1
"chicago sun times",1,1,1
"chicago tribune",2,1,8
"chicago will",2,1,1
"chicken fish",1,1,1
"chicken recipe",1,1,1
"chicken salad",3,2,1
"chief executive",5,12,4
"chief staff",3,1,1
"child abuse",7,6,11
"child care",1,7,3
"child needed",1,1,1
"child s",49,2,7
"child will",8,2,1
"childhood obesity",3,1,1
"children ages",4,1,1
"children born",5,1,1
"children can",10,1,2
"children just",4,2,1
"children live",2,2,1
"children now",2,1,2
"children one",4,2,1
"children s",108,13,36
"children s book",13,1,3
"children s books",11,1,1
"children s hospital",7,2,7
"children s museum",1,1,1
"chili peppers",1,1,2
"china russia",1,1,1
"china s",9,6,2
"chinese people",1,2,2
"chinese restaurant",2,1,2
"chocolate cake",14,1,4
"chocolate covered",4,1,2
"choice s",2,1,1
"choose go",2,1,1
"choose life",2,1,1
"choose one",9,1,6
"chosen random",4,1,1
"chris christie",1,12,2
"christ one",1,1,1
"christ s",18,1,2
"christmas ale",1,1,1
"christmas day",6,2,1
"christmas eve",20,2,7
"christmas new",2,1,2
"christmas new year",1,1,2
"christmas present",7,1,1
"christmas presents",2,1,4
"chuck norris",2,1,7
"church charity",1,1,1
"church leaders",1,1,1
"church s",6,4,4
"church still",2,1,1
"church street",3,1,1
"cincinnati reds",1,1,2
"cinco de",3,3,49
"cinco de mayo",2,3,46
"circuit court",3,9,3
"circuit court appeals",1,3,1
"city college",1,2,2
"city council",12,8,10
"city council members",1,1,1
"city government",1,3,1
"city hall",8,4,11
"city like",2,1,3
"city many",1,1,2
"city might",5,1,1
"city mo",3,1,1
"city much",1,1,1
"city needs",1,1,1
"city new",2,1,2
"city officials",1,6,1
"city one",1,1,1
"city park",1,2,1
"city people",1,1,1
"city police",1,2,1
"city s",30,38,11
"city will",3,6,3
"city world",3,1,1
"civil rights",19,6,12
"civil unions",1,1,1
"civil war",21,3,14
"claims s",1,1,1
"clark s",3,2,1
"clarke s",1,1,1
"class 2012",1,1,2
"class called",2,1,1
"clean mess",1,1,1
"clean water",3,3,4
"clear day",4,1,1
"clear something",2,1,1
"cleveland ohio",2,5,2
"cleveland s",1,2,3
"client s",5,2,4
"climate change",18,5,5
"close call",1,1,3
"close friend",9,1,2
"close friends",10,1,6
"close getting",1,1,1
"close home",5,2,5
"close personal",4,3,2
"close quarters",1,1,1
"closed doors",2,1,4
"closed last",1,1,1
"closed public",1,1,2
"closer home",3,1,1
"closest friends",13,2,2
"club s",6,7,3
"club will",5,1,1
"co author",1,2,2
"co ed",1,2,2
"co founder",5,7,7
"co operation",4,1,1
"co owner",4,1,1
"co pay",2,1,2
"co s",1,1,6
"co worker",9,4,12
"co workers",17,3,9
"coach frank",1,4,1
"coach year",1,5,3
"coaching staff",1,6,2
"coast coast",2,2,5
"coast guard",2,3,3
"coca cola",7,1,9
"cocktail party",2,1,1
"cocoa powder",6,2,1
"coffee cup",6,1,1
"coffee table",11,1,4
"cognitive impairment",1,1,2
"coined term",1,1,1
"cold blooded",1,1,1
"cold hot",1,1,4
"cold temperatures",1,1,2
"cold think",2,1,1
"college basketball",1,1,7
"college campus",2,1,2
"college career",1,2,3
"college football",9,2,13
"college get",1,1,1
"college radio",2,1,5
"college student",11,2,5
"college students",5,3,6
"color texture",1,1,1
"colorado rockies",1,1,1
"columbus ohio",2,3,3
"come alive",2,3,3
"come along",16,1,4
"come america",1,1,1
"come back",70,6,127
"come close",9,1,4
"come conclusion",8,1,2
"come contact",6,1,2
"come end",7,1,5
"come far",4,1,5
"come first",6,2,5
"come free",1,1,3
"come gone",4,1,1
"come good",1,1,3
"come handy",8,2,2
"come help",1,1,3
"come home",21,2,31
"come kids",2,1,1
"come know",9,1,1
"come long",4,1,4
"come meet",3,1,5
"come new",6,1,5
"come pass",6,1,2
"come place",4,1,3
"come play",9,2,9
"come re",1,1,1
"come right",3,1,3
"come said",2,2,1
"come say",4,2,12
"come see",13,3,89
"come something",6,1,4
"come still",3,1,2
"come support",3,1,6
"come time",2,1,2
"come together",18,3,8
"come top",1,2,1
"come true",8,1,49
"come us",6,4,3
"come variety",1,1,1
"comes along",7,1,7
"comes around",5,1,2
"comes back",14,2,19
"comes money",3,1,1
"comes play",6,1,2
"comfort know",1,1,2
"comfort zone",7,1,5
"comfortable skin",2,1,1
"coming age",7,1,2
"coming back",38,4,48
"coming days",8,2,1
"coming going",3,1,1
"coming home",12,1,19
"coming house",1,1,2
"coming just",1,1,4
"coming last",1,1,4
"coming second",2,1,1
"coming together",5,1,16
"coming weeks",7,3,4
"coming year",2,2,3
"command center",1,1,2
"comment pending",1,2,1
"comments made",3,1,3
"comments s",2,1,2
"comments section",6,1,3
"commercial property",4,1,1
"committed suicide",4,2,6
"common denominator",1,2,2
"common ground",1,2,1
"common problem",1,1,1
"common sense",17,1,15
"community center",3,2,3
"community church",2,2,2
"community college",3,10,9
"community members",3,1,2
"community s",8,3,2
"community service",2,1,1
"community st",1,1,1
"community will",3,2,1
"companies like",4,1,2
"companies will",2,1,2
"company also",3,5,1
"company called",2,2,1
"company can",3,1,3
"company company",2,1,1
"company s",23,29,12
"company website",1,1,1
"company will",6,1,1
"compared first",1,1,1
"complete total",1,1,1
"completed work",3,1,1
"completely different",28,1,8
"compound interest",1,1,1
"computer game",2,1,1
"computer guy",1,1,1
"computer s",1,1,2
"computer science",1,1,3
"computer software",1,1,1
"concert ever",1,1,7
"concert hall",2,1,1
"conduct thorough",1,1,1
"conference call",3,4,9
"conference record",2,1,1
"conference room",1,1,4
"conference tournament",2,2,2
"conference will",2,1,2
"confidence will",2,1,1
"conflict interest",2,1,2
"constitutional amendment",2,2,2
"construction industry",1,3,1
"construction site",1,1,1
"consumer products",1,2,1
"contemporary art",4,1,2
"context can",1,1,1
"continue go",2,1,1
"continue grow",5,1,1
"continue run",1,1,1
"continues grow",4,1,1
"contrary popular",1,1,5
"contrary popular belief",1,1,4
"control m",1,1,1
"convenience store",2,1,1
"convention center",2,2,18
"conversations can",1,1,1
"cookie recipe",1,1,1
"cool m",3,1,4
"cool new",2,1,5
"cool s",3,1,4
"cool winter",1,1,1
"coors light",1,1,1
"corn cob",2,2,2
"cost effective",7,2,4
"cost living",1,1,1
"cost us",6,1,1
"costa rica",4,1,4
"council meeting",1,1,4
"council member",1,2,1
"council members",3,11,2
"council president",1,2,2
"council s",9,3,1
"count blessings",2,1,2
"country club",2,5,8
"country music",8,1,17
"country need",3,1,1
"country s",30,13,7
"country today",2,1,1
"country will",2,3,1
"county board",1,3,1
"county board supervisors",1,1,1
"county court",2,2,1
"county judge",1,2,1
"county prosecutor",2,6,1
"county prosecutor s",1,3,1
"county public",1,1,1
"county s",4,10,2
"county school",1,1,1
"county sheriff",5,10,3
"couple days",50,1,31
"couple days s",2,1,1
"couple dozen",1,1,1
"couple hours",18,1,13
"couple miles",2,2,1
"couple s",7,1,1
"couple things",6,2,1
"couple times",22,3,5
"couple weeks",71,4,23
"couple years",38,9,10
"couple years ago",13,3,3
"course give",2,1,1
"course next",1,1,2
"course re",3,1,5
"course s",13,2,13
"course will",8,1,4
"court appeals",3,9,1
"court later",1,1,1
"court law",3,1,1
"court order",2,2,1
"court today",1,1,3
"cousin s",3,1,4
"cover band",2,1,3
"cover costs",2,1,2
"cowboy boots",1,1,4
"crab cakes",3,1,1
"cranberry sauce",1,1,1
"cream cheese",18,1,6
"cream sauce",4,1,1
"create jobs",3,3,3
"create new",7,1,7
"created new",4,1,2
"creating jobs",1,1,2
"creating new",4,1,2
"creative director",2,1,3
"creative process",5,1,1
"credit card",14,5,15
"credit card debt",1,1,3
"credit cards",6,3,7
"credit union",4,2,3
"creek park",1,1,3
"creme brulee",2,2,1
"crew members",3,2,3
"crew s",2,2,1
"crews will",1,1,1
"crews working",1,1,1
"crime rates",1,2,1
"crime scene",4,1,4
"criminal charges",1,2,1
"criminal justice",2,3,4
"crisp white",4,1,1
"critical condition",1,2,1
"cross country",6,1,2
"cross fingers",3,1,5
"cross paths",3,2,2
"crossing line",1,1,1
"crow s",1,1,1
"crowd now",1,1,1
"crowe s",1,1,1
"crude oil",3,1,1
"cruise control",1,1,2
"crystal clear",5,2,2
"cup coffee",16,2,18
"cup finals",1,1,3
"cup hot",1,1,2
"cup water",9,2,1
"current job",1,1,4
"current state",5,3,1
"customer s",3,1,1
"customer service",16,2,34
"customers need",1,1,1
"customers us",1,2,1
"cut deficit",1,2,1
"cut fries",1,2,1
"cut hair",4,1,6
"cut half",7,1,1
"cut line",1,1,2
"cut short",5,1,2
"cut slack",2,1,1
"cuts will",1,2,1
"cutting back",1,2,1
"cutting edge",1,4,5
"d actually",5,1,3
"d best",1,1,1
"d check",1,1,1
"d cut",3,1,1
"d definitely",4,1,2
"d expect",5,1,2
"d finished",1,1,1
"d first",1,1,3
"d get",16,1,20
"d give",7,1,7
"d happy",3,1,12
"d like",121,8,123
"d like know",3,1,6
"d like make",3,1,3
"d like see",7,1,14
"d like thank",3,1,8
"d look",1,1,5
"d make",7,1,14
"d never",26,4,15
"d prefer",7,1,2
"d probably",15,1,13
"d put",6,2,3
"d s",6,1,11
"d say",27,5,40
"d say s",4,2,3
"d spend",2,1,1
"d want",8,1,9
"dad left",2,1,1
"dad went",1,1,1
"daily basis",16,1,4
"daily life",10,2,2
"daily news",6,1,5
"daily star",1,2,2
"dalai lama",2,2,5
"dan marino",1,1,2
"dan marino s",1,1,1
"dance floor",4,2,8
"dance party",2,1,9
"dark chocolate",19,2,16
"dark horse",3,1,1
"dark place",3,2,2
"dark shadows",5,1,6
"darron thomas",1,1,1
"data available",1,1,3
"date april",1,1,2
"dating since",1,1,1
"daughter s",23,3,9
"daughter s school",1,1,2
"dave franco",1,1,1
"david beckham",1,1,3
"david s",4,1,3
"davis will",1,1,1
"dawson s",1,1,1
"day 2011",1,1,3
"day actually",9,1,4
"day always",4,1,6
"day become",4,1,2
"day can",14,1,18
"day continue",1,1,1
"day dad",3,1,1
"day day",47,4,16
"day dream",1,1,1
"day enjoy",2,1,7
"day event",2,1,3
"day every",8,2,11
"day everything",4,1,2
"day get",13,3,27
"day give",1,1,4
"day goes",6,1,6
"day half",1,1,3
"day home",3,1,1
"day hope",5,1,17
"day just",11,1,26
"day know",10,1,9
"day last",9,1,9
"day life",17,1,19
"day long",18,1,22
"day m",13,1,23
"day might",4,1,2
"day mr",1,1,1
"day new",6,1,12
"day night",12,1,15
"day now",7,1,17
"day one",22,1,13
"day perfect",1,1,5
"day practice",1,2,1
"day pretty",4,1,1
"day right",6,2,12
"day s",32,1,27
"day said",5,1,2
"day say",6,1,3
"day see",1,1,7
"day seems",3,1,4
"day sometimes",3,2,1
"day state",1,2,1
"day sunday",3,2,4
"day think",7,1,12
"day time",14,1,13
"day took",4,1,2
"day trip",5,1,2
"day two",17,1,15
"day waiting",3,1,1
"day want",7,1,6
"day wedding",3,1,1
"day week",15,3,16
"day weekend",6,3,29
"day well",9,1,5
"day went",14,1,3
"day will",33,2,35
"day win",1,1,3
"day working",2,1,2
"day year",7,2,13
"daylight saving",1,1,2
"daylight saving time",1,1,2
"days ago",39,1,15
"days away",1,1,9
"days can",4,1,3
"days end",1,1,2
"days find",2,1,1
"days golden",1,1,1
"days later",39,2,1
"days make",1,1,2
"days s",15,2,9
"days since",3,1,1
"days spring",1,1,2
"days spring break",1,1,2
"days way",1,1,1
"days week",17,2,3
"days year",4,1,3
"de la",19,4,10
"de los",5,1,1
"de mayo",3,3,51
"dead body",4,2,1
"dead end",6,1,1
"dead last",2,1,2
"dead serious",2,1,2
"deal next",1,1,1
"deal re",1,1,1
"deal reached",1,1,1
"deal s",3,1,5
"death just",3,1,2
"death penalty",5,2,4
"death row",1,1,1
"death s",3,2,1
"death threats",4,1,1
"debt ceiling",3,1,4
"debut album",11,1,1
"dec 11",1,2,1
"decades ago",8,2,2
"decide go",4,1,1
"decide want",6,1,5
"decide whether",5,2,4
"decided add",5,1,1
"decided buy",3,1,1
"decided just",8,1,2
"decided leave",1,1,2
"decided s",1,1,3
"decided stand",1,1,1
"decided want",7,1,2
"decided wanted",5,1,1
"decision made",12,2,2
"decision making",15,3,7
"decision whether",3,1,1
"decisions based",1,2,1
"declared dead",1,1,1
"deep blue",1,1,2
"deep fried",7,2,3
