"","blog.txt","news.txt","twitter.txt"
"missed two",2,1,2
"missing persons",2,1,2
"mistake made",3,1,1
"mistakes made",2,1,2
"mitt romney",14,10,33
"mitt romney s",4,1,2
"mix match",3,1,1
"mix new",1,1,3
"mobile app",1,1,14
"mobile device",1,1,1
"mobile devices",2,2,8
"mobile phones",5,1,2
"modern day",21,1,4
"modern world",6,1,1
"mom dad",23,3,7
"mom just",2,1,21
"mom made",7,1,2
"mom s",45,1,34
"moment even",2,1,3
"moment s",6,1,1
"moment will",1,1,3
"momma s",2,1,5
"monday afternoon",3,1,1
"monday april",4,2,2
"monday evening",2,1,1
"monday friday",1,3,1
"monday last",1,1,1
"monday may",1,1,2
"monday morning",13,4,19
"monday night",11,11,21
"monday night football",1,1,7
"monday s",4,4,13
"monday thursday",2,1,3
"monday tuesday",3,2,5
"monday will",2,2,4
"money back",4,1,6
"money can",6,3,3
"money coming",1,2,1
"money every",1,1,1
"money make",8,1,11
"money pay",3,4,2
"money right",3,2,2
"money s",8,2,6
"money said",1,3,1
"money spend",4,1,2
"money spent",5,2,1
"money want",1,1,2
"money will",3,1,5
"monkey business",1,1,1
"monroe s",2,1,1
"month ago",18,3,6
"month first",2,1,1
"month june",1,2,1
"month just",3,1,2
"month old",5,1,3
"month s",22,2,9
"month two",6,1,1
"month will",7,1,4
"month year",2,2,3
"months 2011",3,2,1
"months ago",36,6,22
"months later",16,3,3
"months months",5,1,2
"months now",14,1,3
"months s",5,2,2
"months since",9,1,1
"months will",6,2,2
"months worth",1,1,1
"months years",3,2,1
"mood good",1,1,1
"moody s",1,1,2
"morgan s",1,1,4
"morning afternoon",1,1,1
"morning hours",2,1,1
"morning last",1,1,2
"morning look",2,1,1
"morning news",2,1,4
"morning s",8,1,19
"morning snow",1,1,1
"morning time",3,1,5
"mos def",1,1,2
"mostly like",1,1,2
"mother daughter",7,2,1
"mother law",13,1,3
"mother like",2,1,2
"mother s",90,10,173
"mother s day",43,6,159
"mother said",4,2,1
"mother told",3,1,1
"mothers love",1,1,1
"motley crue",2,1,1
"motor speedway",1,1,1
"mouth feel",1,1,1
"move around",3,1,4
"move beyond",2,2,4
"move forward",17,2,11
"move new",6,2,2
"move next",4,2,3
"move towards",5,1,1
"move will",1,1,1
"moved back",8,2,6
"moved house",5,1,1
"moved new",5,3,3
"moved new york",1,3,1
"moved past",1,1,1
"movement one",1,1,1
"movie best",1,1,1
"movie called",2,1,5
"movie really",1,1,3
"movie s",9,1,8
"movie theater",4,1,3
"movies time",1,1,3
"moving along",2,1,1
"moving back",3,2,4
"moving forward",14,3,15
"moving new",1,1,1
"moving towards",2,1,2
"mozart s",1,1,2
"mozzarella cheese",4,1,2
"mr obama",6,7,3
"mr right",2,1,1
"mr smith",3,1,1
"much anymore",1,1,6
"much better",69,3,73
"much bigger",8,2,7
"much can",16,3,17
"much care",6,2,3
"much chance",1,1,2
"much closer",5,1,1
"much credit",2,1,1
"much different",6,1,4
"much earlier",1,1,1
"much easier",27,1,20
"much excitement",1,1,2
"much fun",51,1,71
"much game",1,1,2
"much got",2,1,3
"much guys",1,1,3
"much higher",7,1,2
"much important",4,1,1
"much improved",1,2,4
"much just",14,1,13
"much left",4,1,1
"much less",22,1,8
"much lower",6,1,1
"much means",1,1,5
"much might",2,1,1
"much money",20,5,13
"much much",13,1,9
"much needed",23,3,26
"much possible",14,3,6
"much pressure",2,1,4
"much really",4,1,4
"much right",1,1,5
"much simpler",2,1,1
"much since",6,1,2
"much sleep",1,1,3
"much space",3,1,1
"much take",1,1,3
"much time",63,4,29
"much traffic",1,1,1
"much value",1,1,2
"much will",10,3,12
"much work",7,3,10
"much world",1,1,1
"much worse",14,2,7
"muhammad ali",2,1,9
"multi purpose",1,1,1
"multiple times",10,1,4
"multiple ways",1,1,1
"murder suspect",1,1,2
"museum art",5,1,1
"museum district",1,1,1
"museum s",4,2,4
"music can",5,1,4
"music fan",2,1,1
"music festival",2,1,7
"music loud",1,1,4
"music made",5,2,1
"music making",1,1,1
"music now",1,1,4
"music ve",2,1,1
"music video",5,1,46
"music world",3,1,1
"must better",2,1,1
"must bring",1,1,1
"must call",1,1,1
"must change",2,1,1
"must come",7,1,3
"must crazy",3,1,1
"must done",7,1,2
"must find",7,1,5
"must find way",4,1,1
"must good",1,1,3
"must interesting",1,1,1
"must keep",4,2,5
"must learn",8,1,2
"must make",7,2,6
"must see",6,1,16
"must submitted",2,1,1
"must ve",1,1,7
"mutual funds",2,3,1
"n roll",9,1,20
"n word",3,1,5
"nail polish",5,1,12
"name black",1,1,1
"name front",1,1,1
"name new",2,1,1
"name next",1,1,1
"name now",3,1,3
"name recognition",1,2,1
"name s",8,1,11
"name written",1,1,1
"named first",2,1,1
"nancy pelosi",1,3,1
"nancy s",2,1,1
"nashville s",1,4,3
"nation must",2,1,1
"nation s",33,17,6
"nation s largest",3,2,1
"national anthem",6,1,4
"national championship",2,5,4
"national committee",2,2,1
"national conference",2,1,2
"national council",3,1,1
"national guard",4,1,2
"national holiday",3,1,4
"national institute",2,1,1
"national level",4,1,1
"national park",13,3,2
"national retail",1,1,1
"national security",7,3,2
"national title",1,1,2
"national wildlife",2,1,1
"native american",3,2,4
"native americans",7,1,1
"natural gas",11,9,3
"natural history",2,1,1
"natural light",1,1,1
"natural resources",7,4,1
"nature s",9,1,2
"nba finals",1,2,3
"nba players",1,1,2
"nba s",1,2,4
"nc state",1,1,3
"ncaa basketball",2,1,3
"ncaa championships",1,1,1
"neal s",1,1,1
"near end",14,1,3
"near future",10,1,15
"near perfect",1,1,1
"near term",2,1,1
"near top",5,3,2
"near us",1,1,1
"nearly every",11,1,4
"nearly impossible",7,2,1
"nearly three",3,3,2
"necessarily best",1,1,2
"need actually",1,1,1
"need add",6,1,4
"need another",6,1,14
"need back",1,1,2
"need break",3,1,6
"need call",3,1,6
"need can",2,1,2
"need change",4,1,17
"need create",6,1,4
"need figure",5,1,6
"need focus",2,1,2
"need get",39,3,122
"need get going",2,1,1
"need help",17,2,64
"need kind",2,1,3
"need know",38,2,27
"need make",21,2,22
"need money",4,1,5
"need move",6,1,4
"need now",1,1,6
"need re",4,1,6
"need see",13,1,16
"need set",2,1,5
"need someone",2,2,17
"need something",11,1,23
"need space",1,1,2
"need spend",4,1,7
"need spend time",2,1,5
"need start",12,1,33
"need stay",4,1,6
"need take",16,4,19
"need talk",8,1,28
"need think",6,1,4
"need will",2,1,5
"need worry",4,1,5
"needed get",11,1,3
"needed money",1,1,1
"needs better",1,2,3
"needs change",2,1,2
"needs city",1,1,1
"needs come",3,1,7
"needs done",4,1,5
"needs get",4,1,15
"needs go",5,1,10
"needs help",7,1,7
"needs just",1,1,2
"needs make",6,1,3
"needs s",1,1,2
"needs work",5,1,2
"neighbor s",6,3,5
"nelson s",1,2,1
"net income",1,2,2
"network s",4,1,6
"never actually",9,1,5
"never better",1,1,4
"never came",2,1,4
"never chance",1,1,3
"never come",8,2,4
"never comes",1,1,3
"never done",9,1,10
"never doubt",2,1,6
"never easy",2,1,5
"never enough",4,1,7
"never even",20,1,5
"never ever",21,1,12
"never experienced",4,1,1
"never fails",4,1,7
"never felt",10,1,6
"never forget",18,2,35
"never forgot",2,1,1
"never found",6,1,3
"never gets",3,4,18
"never give",6,1,23
"never given",1,2,1
"never go",6,1,17
"never go wrong",1,1,3
"never good",10,1,7
"never got",14,1,23
"never happen",7,1,8
"never happened",6,4,7
"never heard",27,2,32
"never held",1,1,1
"never imagined",7,2,3
"never just",5,1,2
"never know",40,2,53
"never know s",2,1,1
"never late",6,1,12
"never let",10,1,31
"never like",1,1,3
"never liked",3,1,1
"never look",2,1,7
"never looked",5,1,2
"never made",8,4,6
"never mind",20,1,17
"never played",6,2,3
"never put",5,1,3
"never quite",9,1,2
"never released",3,1,1
"never run",1,1,5
"never say",9,2,25
"never seems",2,1,2
"never seen",37,4,35
"never stopped",2,1,1
"never stops",1,1,3
"never thought",29,1,38
"never tire",2,1,1
"never want",8,1,5
"never won",1,2,5
"never worked",4,1,2
"new album",6,1,45
"new apartment",7,1,2
"new app",1,1,3
"new arena",1,1,2
"new band",3,1,9
"new big",2,1,1
"new book",14,3,33
"new business",11,1,6
"new car",3,1,4
"new cards",1,1,1
"new cd",3,1,9
"new challenge",6,1,2
"new contract",1,2,1
"new course",2,1,1
"new customers",3,2,1
"new england",19,4,17
"new england patriots",2,1,2
"new evidence",1,1,1
"new favorite",9,1,26
"new gear",1,1,1
"new generation",4,1,3
"new group",6,1,4
"new hampshire",15,5,2
"new high",1,3,2
"new hope",1,3,2
"new ideas",6,2,8
"new infrastructure",1,1,1
"new ipad",1,6,11
"new jersey",13,68,19
"new job",12,1,30
"new law",1,7,1
"new level",12,2,4
"new look",8,1,7
"new meaning",5,1,8
"new members",2,1,1
"new mexico",8,4,15
"new music",3,1,46
"new name",5,1,6
"new new",7,1,3
"new one",17,3,32
"new online",2,1,2
"new opportunities",3,1,3
"new order",2,1,2
"new orleans",20,11,42
"new perspective",5,1,1
"new product",5,1,5
"new products",7,1,5
"new project",4,2,10
"new readers",7,1,3
"new role",1,1,2
"new round",1,2,1
"new rules",3,4,3
"new s",6,1,1
"new school",6,1,5
"new set",3,1,3
"new show",3,1,15
"new special",1,1,1
"new standards",2,4,1
"new state",1,3,3
"new store",2,2,3
"new study",3,1,5
"new summer",5,1,3
"new taxes",1,1,1
"new tech",1,1,3
"new techniques",4,1,1
"new technology",4,3,5
"new things",21,1,12
"new titles",2,1,1
"new used",1,1,2
"new variety",1,1,1
"new version",6,2,5
"new wave",7,1,6
"new way",16,1,7
"new ways",7,1,7
"new week",4,1,8
"new works",2,1,2
"new world",15,1,7
"new year",80,6,171
"new year s",22,2,27
"new york",253,88,126
"new york city",38,13,21
"new york magazine",1,1,1
"new york post",1,2,1
"new york s",9,2,2
"new york state",8,4,3
"new york times",29,8,6
"new yorkers",6,1,1
"new zealand",24,3,5
"newport beach",2,3,1
"news corp",1,1,1
"news day",1,1,2
"news good",1,1,3
"news last",1,1,1
"news media",3,1,1
"news mom",1,1,1
"news new",2,1,3
"news reports",8,1,1
"news stories",4,1,4
"news well",1,1,1
"news world",2,6,1
"next 10",4,2,2
"next big",4,1,9
"next couple",13,1,16
"next couple days",5,1,6
"next day",61,5,16
"next days",12,1,12
"next door",23,3,15
"next door neighbor",2,1,1
"next four",5,1,1
"next friday",5,1,20
"next game",1,1,4
"next generation",5,5,3
"next hour",2,1,7
"next last",1,1,2
"next line",2,1,2
"next major",1,1,1
"next month",15,10,45
"next move",3,1,5
"next one",8,1,24
"next phase",4,1,2
"next room",4,2,3
"next school",5,1,1
"next school year",3,1,1
"next season",6,3,31
"next six",3,1,1
"next step",17,4,7
"next summer",2,1,1
"next sunday",3,1,8
"next ten",1,1,1
"next three",10,2,3
"next three days",1,1,1
"next thursday",3,2,6
"next time",77,5,142
"next trip",7,1,1
"next two",12,5,13
"next two days",2,1,3
"next wednesday",1,1,4
"next week",91,13,237
"next week two",1,1,2
"next weeks",9,1,8
"next year",51,25,137
"next year ll",1,1,2
"next year will",2,1,5
"next years",9,1,4
"nfl players",2,1,1
"nice big",1,1,2
"nice find",2,1,2
"nice guy",4,1,8
"nice hear",1,1,10
"nice s",1,1,9
"nice weather",2,1,8
"night celebrate",1,2,3
"night come",1,1,3
"night d",2,1,3
"night early",1,1,4
"night far",1,1,2
"night football",1,1,11
"night getting",3,1,3
"night last",4,3,7
"night little",1,1,2
"night live",3,4,7
"night long",2,1,12
"night lot",1,1,1
"night much",1,1,2
"night night",8,1,12
"night re",3,1,8
"night s",26,4,57
"night said",2,1,1
"night sleep",5,2,7
"night taking",1,1,1
"night two",1,2,3
"night well",1,1,6
"night will",7,2,7
"nike s",2,1,1
"nine days",3,2,2
"nine months",7,5,2
"nine years",6,1,1
"noah s",4,2,1
"noah s ark",2,1,1
"nobody else",3,2,14
"nobody perfect",2,1,2
"nobody s",3,2,13
"nobody wants",3,1,5
"non profit",15,3,16
"none us",12,3,5
"noon today",1,1,2
"north america",10,7,8
"north american",11,4,2
"north carolina",21,11,25
"north dakota",16,2,1
"north hollywood",1,1,3
"north london",1,1,1
"north shore",1,2,5
"north south",7,1,1
"north texas",2,1,2
"northern california",4,1,2
"northern ireland",4,1,1
"northwest corner",1,1,1
"nothing beats",1,1,2
"nothing best",1,1,3
"nothing fancy",5,1,2
"nothing going",4,1,2
"nothing happens",5,1,2
"nothing just",4,1,3
"nothing much",7,1,13
"nothing new",10,1,4
"nothing s",3,3,6
"nothing special",5,1,4
"nothing wrong",17,4,20
"notre dame",10,6,7
"now 10",4,1,1
"now 80",1,1,1
"now ain",1,1,3
"now ain t",1,1,3
"now also",4,2,3
"now begin",2,1,3
"now better",1,1,2
"now call",1,1,3
"now comes",2,1,5
"now course",6,1,1
"now dad",1,1,1
"now days",2,1,16
"now ended",1,1,3
"now even",14,2,7
"now first",9,1,1
"now friends",1,1,1
"now get",14,1,32
"now go",15,1,17
"now going",6,1,9
"now high",1,1,1
"now holds",1,1,1
"now home",5,1,3
"now just",28,1,45
"now know",56,2,44
"now know m",1,1,1
"now last",3,1,5
"now like",8,2,6
"now look",11,1,5
"now m",89,4,121
"now m getting",2,1,2
"now m going",2,1,5
"now make",3,1,16
"now make sure",1,1,2
"now making",1,2,5
"now many",10,2,2
"now moving",1,1,1
"now much",6,1,4
"now new",10,2,7
"now one",17,2,9
"now part",10,1,1
"now pay",3,1,3
"now perfect",2,1,1
"now perfect time",1,1,1
"now place",1,2,1
"now playing",2,1,17
"now probably",2,1,2
"now re",18,7,36
"now re going",2,2,3
"now realize",3,1,1
"now really",11,1,15
"now recognize",1,1,1
"now return",1,1,1
"now s",99,9,127
"now s going",1,1,4
"now s just",1,1,2
"now s like",2,1,1
"now said",6,1,3
"now says",1,1,4
"now second",4,1,2
"now seeking",2,1,1
"now seems",7,2,1
"now serving",1,1,1
"now set",3,1,1
"now several",3,1,1
"now show",1,1,1
"now started",2,1,1
"now though",7,1,6
"now time",19,1,29
"now two",5,1,3
"now understand",5,1,4
"now ve",36,3,12
"now wait",5,1,6
"now want",16,1,14
"now will",24,3,39
"now working",5,1,7
"nowhere near",6,1,2
"nuclear plant",1,1,1
"nuclear power",8,2,1
"nuclear weapons",1,3,1
"nuff said",1,1,8
"number one",23,2,14
"number people",13,8,6
"numbers much",1,1,1
"nursing home",7,3,3
"ny times",2,1,2
"o brien",4,3,6
"o clock",11,2,14
"o connor",4,2,1
"o neill",4,3,1
"oak ridge",2,1,2
"obama administration",14,9,2
"obama s",37,19,36
"obama s birth",1,1,1
"obama still",2,1,1
"obstacle course",2,1,1
"ocean view",1,1,1
"odd jobs",4,1,1
"odds winning",1,1,2
"offensive line",1,2,1
"offensive player",3,1,1
"offers chance",3,1,1
"offers new",1,1,1
"office report",2,1,1
"office s",3,1,3
"office wednesday",1,1,1
"office will",1,2,7
"official visit",1,1,1
"officials say",1,7,1
"often come",2,1,1
"often get",2,1,5
"often go",2,1,3
"often really",2,1,1
"often result",1,1,1
"often say",2,1,2
"often used",10,1,2
"often wonder",1,1,3
"oh god",17,6,54
"oh gosh",4,1,38
"oh say",2,1,2
"oh sweet",1,1,4
"oh ve",3,1,6
"oh well",23,2,78
"oh well ll",2,1,1
"oh yeah",21,3,91
"oh yes",13,3,28
"ohio state",1,11,14
"oil gas",7,1,4
"oil spill",2,1,1
"ok go",2,1,1
"ok m",5,1,14
"ok s",10,2,14
"oklahoma city",6,4,5
"oklahoma s",1,2,1
"oklahoma state",1,1,1
"old age",5,1,3
"old boy",9,10,6
"old brother",2,1,3
"old daughter",14,5,2
"old dogs",2,1,1
"old enough",10,1,7
"old fashioned",29,1,10
"old friend",10,1,14
"old girl",10,6,4
"old grandson",1,1,3
"old high",2,1,1
"old high school",2,1,1
"old lady",9,1,10
"old left",3,1,1
"old man",36,1,16
"old money",1,1,1
"old new",13,2,1
"old one",3,1,7
"old ones",1,1,2
"old photos",1,1,1
"old school",16,1,37
"old self",3,1,2
"old son",13,6,7
"old student",1,1,1
"old style",1,1,3
"old things",1,1,2
"old time",10,2,3
"old town",4,2,8
"old ways",2,1,1
"old woman",11,1,4
"older brother",4,2,4
"older people",4,3,3
"olive oil",62,10,8
"oncoming traffic",1,1,1
"one 10",1,2,1
"one 20",3,1,1
"one another",72,3,16
"one aspect",2,1,1
"one bad",5,1,7
"one best",65,12,85
"one best friends",7,2,4
"one best ways",1,1,3
"one better",12,2,5
"one big",24,7,15
"one biggest",18,4,4
"one built",2,1,1
"one business",1,1,2
"one call",4,1,1
"one came",8,2,1
"one can",75,1,56
"one car",2,1,1
"one country",5,2,1
"one cup",9,1,1
"one day",153,15,168
"one day hope",1,1,1
"one day might",1,1,1
"one dayù",2,1,1
"one decided",2,1,1
"one difficult",3,1,1
"one else",23,1,15
"one employees",1,1,1
"one even",12,1,9
"one evening",3,1,1
"one every",8,1,7
"one eye",6,1,5
"one favorite",55,2,64
"one favorite things",5,1,2
"one fine",1,1,1
"one finest",2,1,1
"one first",37,2,6
"one five",4,1,2
"one former",2,2,2
"one four",9,6,6
"one free",11,1,12
"one funniest",1,1,3
"one game",5,4,18
"one george",1,1,1
"one gets",7,1,2
"one girl",6,1,11
"one go",9,1,8
"one greatest",17,1,7
"one group",7,2,3
"one guys",2,1,9
"one half",9,3,3
"one hand",37,1,6
"one handed",1,1,4
"one heard",1,1,2
"one heart",3,1,1
"one help",2,1,1
"one home",6,2,1
"one hottest",2,1,1
"one hundred",9,1,5
"one incredible",2,1,2
"one just",28,3,18
"one kind",10,3,7
"one know",16,1,13
"one knows",8,1,5
"one largest",7,1,1
"one last",35,3,16
"one least",4,2,1
"one less",5,1,5
"one life",2,1,4
"one little",20,1,3
"one ll",6,2,6
"one longest",2,1,2
"one lucky",11,1,7
"one main",12,1,1
"one major",9,1,1
"one makes",6,1,9
"one man",26,7,10
"one many",30,1,17
"one maybe",3,1,2
"one meaning",2,1,1
"one member",4,1,1
"one members",2,1,1
"one might",17,1,4
"one million",2,1,7
"one miss",2,1,1
"one morning",12,1,5
"one must",17,1,5
"one name",2,1,2
"one nation",3,2,1
"one nation s",2,2,1
"one never",8,1,3
"one new",9,1,10
"one night",33,1,21
"one old",7,1,3
"one one",32,4,24
"one opening",2,1,1
"one page",1,1,2
"one pair",3,1,2
"one percent",1,4,2
"one perfect",5,1,4
"one person",37,7,35
"one person one",1,1,2
"one piece",9,1,5
"one place",16,3,6
"one places",3,1,1
"one play",3,1,1
"one point",47,9,6
"one popular",2,2,2
"one post",10,1,2
"one question",3,1,4
"one re",3,1,7
"one really",24,2,8
"one reason",12,5,5
"one room",5,1,8
"one run",1,6,1
"one s",102,6,69
"one said",4,4,4
"one school",4,1,1
"one season",2,2,6
"one see",7,1,3
"one several",9,2,1
"one shot",5,1,2
"one side",25,7,5
"one six",2,1,2
"one small",14,1,2
"one state",1,2,1
"one still",13,1,5
"one stop",4,2,5
"one student",3,1,1
"one students",4,1,3
"one talk",2,1,9
"one team",3,5,9
"one ten",2,1,2
"one thing",150,16,60
"one thing clear",1,1,1
"one thing one",1,1,1
"one thing s",4,1,1
"one thing ve",3,1,2
"one things",37,3,6
"one think",9,1,7
"one third",4,3,1
"one thought",9,1,1
"one three",10,6,1
"one time",72,5,76
"one took",6,2,2
"one truck",1,1,1
"one true",9,1,2
"one trying",1,2,1
"one turn",2,1,1
"one two",70,13,13
"one us",14,3,12
"one ve",12,2,4
"one visit",1,3,1
"one want",6,1,8
"one wants",9,1,8
"one way",40,7,20
"one way another",12,1,1
"one week",24,5,33
"one weekend",2,1,2
"one will",42,3,25
"one win",1,3,4
"one woman",5,2,6
"one women",5,1,1
"one word",20,1,9
"one work",7,1,8
"one worst",10,3,3
"one year",24,16,22
"one year ago",5,2,2
"ones even",1,1,1
"ones say",1,1,4
"ones will",5,1,1
"onions garlic",4,1,1
"online can",2,1,2
"online just",1,1,6
"online retailers",1,2,1
"online search",1,1,1
"op ed",2,3,1
"open book",4,2,1
"open business",2,1,6
"open door",6,2,6
"open doors",6,1,5
"open ended",2,1,1
"open fire",3,1,1
"open july",1,1,1
"open just",1,1,3
"open mic",3,2,16
"open mic night",1,1,2
"open mind",7,1,4
"open minded",5,1,2
"open one",3,2,2
"open public",5,4,8
"open question",2,1,1
"open space",4,1,1
"open tuesday",1,1,1
"open window",2,1,3
"open windows",2,1,1
"opened door",8,1,2
"opened doors",1,1,1
"opened last",1,1,1
"opening day",6,3,32
"opening first",2,1,1
"opening new",3,1,1
"opening night",3,2,15
"opening scene",2,1,2
"opening weekend",2,1,4
"opens door",3,1,3
"operating system",3,3,1
"opinion one",4,1,1
"opinion s",3,1,1
"opponent s",1,1,1
"opportunities will",1,2,2
"opportunities work",1,1,1
"opportunity bring",1,1,1
"opportunity work",5,1,2
"opposite direction",1,2,3
"opposite side",7,1,1
"orange county",2,11,5
"orange juice",8,1,6
"order get",12,1,4
"order something",2,1,1
"ordered new",4,2,2
"ordinary people",4,2,5
"organization s",3,3,2
"original plan",4,1,1
"original version",3,1,1
"osama bin",9,7,6
"osama bin laden",9,7,5
"oscar nominated",1,1,1
"oscar nominations",3,1,1
"others follow",2,1,1
"others going",1,1,1
"others including",2,2,1
"others part",1,1,1
"others s",6,2,3
"others still",1,1,1
"others take",3,1,2
"others think",1,1,8
"others will",17,1,7
"outdoor garden",1,1,1
"outreach efforts",1,1,1
"outside home",6,1,2
"outside people",1,1,1
"outside play",1,1,2
"outside us",4,2,1
"p e",1,1,2
"pacific northwest",2,3,2
"package includes",2,1,1
"package just",1,1,1
"paddy s",2,1,3
"page new",2,1,1
"page turner",1,1,2
"paid back",1,1,1
"pain last",2,1,1
"pain s",2,1,2
"pair jeans",4,1,2
"pales comparison",1,1,1
"palm beach",1,4,3
"palm beach county",1,2,1
"palo alto",3,2,5
"panel s",1,1,1
"paper back",3,1,2
"paper one",1,1,1
"paper s",5,3,2
"parent company",3,3,1
"parent s",10,2,1
"parents can",6,1,1
"parents divorced",2,1,1
"parents feel",2,1,2
"parents made",1,2,1
"parents make",2,1,2
"paris hilton",2,1,1
"park bench",3,1,1
"park near",4,1,3
"park s",10,4,4
"parking garage",2,1,1
"parking lot",33,13,23
"parking lots",1,4,2
"parking spaces",2,1,1
"parks recreation",1,3,2
"part can",3,1,2
"part coming",1,1,1
"part day",5,1,9
"part group",6,2,1
"part job",1,2,4
"part maybe",2,1,1
"part new",4,1,3
"part one",10,2,4
"part people",5,1,1
"part problem",7,1,1
"part program",2,1,2
"part re",1,1,1
"part something",5,1,1
"part system",2,1,1
"part team",4,2,7
"part time",17,9,10
"part two",7,1,1
"part year",1,2,2
"particularly good",4,2,1
"partisan political",1,1,2
"partly cloudy",2,1,11
"partner s",2,1,1
"party back",1,1,1
"party can",2,1,3
"party friends",1,1,1
"party movement",3,1,1
"party s",11,2,7
"pass rush",1,1,3
"pass time",3,1,2
"passed away",21,1,16
"passed test",3,1,1
"past 10",3,1,2
"past 12",2,1,3
"past 12 months",1,1,2
"past couple",14,1,3
"past first",1,2,1
"past four",4,3,1
"past months",8,1,3
"past point",2,1,2
"past present",9,2,4
"past s",2,3,2
"past season",1,2,1
"past several",9,2,1
"past several years",4,1,1
"past three",8,3,2
"past time",3,1,1
"past two",14,5,5
"past two weeks",5,1,2
"past week",22,3,10
"past year",28,6,6
"past years",12,3,2
"pat summitt",1,1,3
"patient s",4,2,3
"patrick s",15,2,29
"patrick s day",12,1,26
"patron saint",2,1,1
"patty s",2,1,18
"paul mccartney",4,1,4
"paul name",1,1,1
"paul o",1,1,1
"paul s",21,5,4
"pave way",1,1,2
"pay attention",20,3,25
"pay back",3,2,6
"pay big",1,1,2
"pay bills",9,1,5
"pay debt",2,2,1
"pay fair",4,1,1
"pay full",1,1,1
"pay money",3,1,1
"pay much",5,1,2
"pay raises",2,2,1
"pay taxes",5,2,2
"pay tribute",2,1,1
"pay will",1,1,1
"paying attention",15,1,14
"paying customers",1,1,1
"paying jobs",1,3,1
"payment plan",1,1,3
"payroll tax",2,2,1
"peace love",2,1,1
"peanut butter",34,3,25
"pearl harbor",3,2,2
"pebble beach",1,2,4
"pecking order",2,1,1
"penn state",3,9,4
"pension reform",1,1,1
"people able",5,3,3
"people also",7,1,2
"people always",9,1,20
"people area",1,1,2
"people around",21,2,8
"people around world",6,1,1
"people arrested",1,2,1
"people avoid",1,2,1
"people aware",3,1,1
"people beginning",1,1,1
"people born",2,1,4
"people buy",4,1,5
"people call",7,1,11
"people called",1,1,2
"people came",3,1,1
"people can",37,8,37
"people care",7,1,8
"people certain",1,1,1
"people come",17,2,11
"people coming",2,3,2
"people dancing",1,1,1
"people day",2,1,1
"people deal",1,1,1
"people died",4,1,2
"people especially",6,1,1
"people ever",3,2,4
"people expect",5,3,3
"people far",3,1,2
"people feel",8,2,3
"people find",1,3,3
"people get",23,5,39
"people getting",3,1,7
"people give",6,1,5
"people go",16,1,14
"people going",14,3,7
"people just",16,2,48
"people killed",4,3,3
"people know",41,6,32
"people leave",2,1,1
"people let",2,1,3
"people like",43,2,45
"people live",10,2,9
"people look",5,1,4
"people looking",8,2,2
"people lost",5,1,1
"people love",14,1,19
"people loved",1,1,1
"people m",4,1,11
"people made",7,1,1
"people make",23,1,26
"people making",2,1,3
"people matter",1,1,2
"people may",7,3,4
"people might",9,1,6
"people missed",1,1,1
"people money",2,1,1
"people much",3,1,1
"people must",2,1,8
"people new",2,4,2
"people people",12,2,4
"people places",7,2,3
"people put",2,1,3
"people re",8,1,7
"people read",11,1,4
"people real",6,2,3
"people really",24,1,20
"people respond",2,1,2
"people running",2,1,1
"people s",113,12,39
"people s lives",6,1,1
"people said",3,2,4
"people say",15,1,45
"people show",3,1,1
"people spend",5,1,2
"people started",1,2,1
"people still",9,2,15
"people stop",4,1,9
"people talk",5,2,14
"people think",32,4,39
"people think s",1,1,1
"people today",4,1,4
"people together",2,1,2
"people took",4,1,1
"people town",3,1,1
"people trust",4,1,1
"people try",5,1,9
"people trying",4,3,2
"people trying make",1,1,1
"people two",2,1,2
"people uncomfortable",1,1,1
"people understand",5,3,7
"people used",4,1,1
"people usually",5,1,3
"people ve",10,3,10
"people visit",4,2,1
"people want",26,4,28
"people wanted",1,1,1
"people watch",1,1,8
"people wear",1,1,3
"people wearing",2,1,1
"people will",58,6,41
"people work",11,1,8
"people world",6,4,11
"per capita",5,1,3
"per day",22,1,7
"per game",4,9,2
"per hour",3,3,3
"per month",9,1,4
"per night",3,1,3
"per person",10,3,3
"per second",6,2,2
"per week",13,1,9
"per year",11,6,6
"percent employees",1,1,1
"percent population",2,2,2
"perfect dress",1,1,1
"perfect match",1,1,1
"perfect moment",2,1,3
"perfect place",4,1,1
"perfect time",6,3,9
"performing arts",3,2,9
"performing arts center",1,1,6
"perhaps best",8,1,1
"perhaps will",8,1,1
"period time",19,2,2
"periods time",1,1,1
"perry s",3,1,3
"perry said",1,1,1
"person interest",1,1,1
"person know",3,1,4
"person like",1,1,3
"person ll",1,1,1
"person next",2,1,1
"person one",4,2,5
"person s",45,3,28
"person said",1,3,1
"person time",2,1,1
"personal gain",1,2,2
"personal information",8,1,1
"personal life",9,1,4
"personal story",1,1,1
"personally like",2,1,1
"pet peeve",2,1,6
"peter s",9,2,2
"peyton manning",2,2,15
"pg 13",1,2,1
"pharmaceutical industry",1,1,1
"philadelphia flyers",2,1,2
"phone call",13,5,16
"phone calls",21,2,11
"phone hacking",2,1,2
"phone service",3,2,2
"photo galleries",3,1,1
"physical activity",2,1,2
"physical therapy",4,2,2
"pick new",4,1,2
"pick will",2,1,1
"picked first",3,1,1
"picked just",2,1,1
"picked new",2,1,5
"picked wrong",2,1,2
"picture day",1,1,2
"picture perfect",1,1,1
"picture taken",9,1,4
"pie ve",1,1,1
"piece puzzle",2,1,1
